projectname,project_match_score,project_match_reason,sco,excel_row_number,versionnumber,with_party,started_on,ended_on,total_calendar_days,total_business_days,source_start_event,source_end_event,needs_lori_to_confirm,reasoning_because_this_was_complex,raw_status_text
Maestro Firewall Upgrade,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-788 Amd SCO-709 PS ChkPt Maestro FW Imp,43,V2,CSBC,2026-03-04,2026-03-18,15,11,Mar 3/26 - V1 sent to Province,Mar 18/26 - V2 rec'd,Version number was inferred as V1 because the source event did not name a version.,Province/CSBC owned the returned version until the return/received date.,"Mar 20/26 - Signed
Mar 19/26 - Adobe Sign
Mar 18/26 - V2 rec'd; V3 sent to Province
Mar 3/26 - V1 sent to Province
Mar 2/26 - with Michelle C/ Cathy"
Maestro Firewall Upgrade,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-788 Amd SCO-709 PS ChkPt Maestro FW Imp,43,V3,ADSL,2026-03-18,2026-03-18,1,1,Mar 18/26 - V3 sent to Province,Mar 18/26 - V3 sent to Province,Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Mar 20/26 - Signed
Mar 19/26 - Adobe Sign
Mar 18/26 - V2 rec'd; V3 sent to Province
Mar 3/26 - V1 sent to Province
Mar 2/26 - with Michelle C/ Cathy"
Maestro Firewall Upgrade,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,SCO-PROV-788 Amd SCO-709 PS ChkPt Maestro FW Imp,43,V3,SIGNINGTIME,2026-03-19,2026-03-19,1,1,Mar 18/26 - V3 sent to Province,Mar 19/26 - Adobe Sign,Version number was inferred as V1 because the source event did not name a version. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Mar 20/26 - Signed
Mar 19/26 - Adobe Sign
Mar 18/26 - V2 rec'd; V3 sent to Province
Mar 3/26 - V1 sent to Province
Mar 2/26 - with Michelle C/ Cathy"
Maestro Firewall Upgrade,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-038 Maestro GEN_SEC Refresh,44,V1,ADSL,2025-03-31,2025-04-01,2,2,Mar 31/25 - with Sam,"Apr 1/25 - V1 sent to Province, pending tech stew",Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Aug 27/25 - Signed
Aug 26/25 - approved for signing; Province to confirm signatory
Aug 7/25 - V3 sent to Province
Aug 6/25 - V2.3 rec'd
July 8/25 - V1.1 sent to Province
July 7/25 - V1.1 with Cathy/Joyce
July 4/25 - Joyce updating table
June 27/25 - internal meeting scheduled for July 4
June 24/25 - with Sam / Joyce
June 12/25 - Still waiting on quotes for a few replacement items
May 27/25 - Pending client design approval and final quotes from vendors.
May 15/25 - Brian and Sam discussing
Apr 22/25 - No Tech Stew approval needed, Province has V1
Apr 1/25 - V1 sent to Province, pending tech stew
Mar 31/25 - with Sam"
Maestro Firewall Upgrade,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-038 Maestro GEN_SEC Refresh,44,V2,CSBC,2025-04-02,2025-04-21,20,14,"Apr 1/25 - V1 sent to Province, pending tech stew","Apr 22/25 - No Tech Stew approval needed, Province has V1",Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Inferred CSBC interval after Province submission because the next concrete event was ADSL/internal work on 2025-04-22.,"Province had the document after a submission, then ADSL/internal work resumed before the next submission/signing event.","Aug 27/25 - Signed
Aug 26/25 - approved for signing; Province to confirm signatory
Aug 7/25 - V3 sent to Province
Aug 6/25 - V2.3 rec'd
July 8/25 - V1.1 sent to Province
July 7/25 - V1.1 with Cathy/Joyce
July 4/25 - Joyce updating table
June 27/25 - internal meeting scheduled for July 4
June 24/25 - with Sam / Joyce
June 12/25 - Still waiting on quotes for a few replacement items
May 27/25 - Pending client design approval and final quotes from vendors.
May 15/25 - Brian and Sam discussing
Apr 22/25 - No Tech Stew approval needed, Province has V1
Apr 1/25 - V1 sent to Province, pending tech stew
Mar 31/25 - with Sam"
Maestro Firewall Upgrade,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-038 Maestro GEN_SEC Refresh,44,V3,ADSL,2025-04-22,2025-05-26,35,25,"Apr 22/25 - No Tech Stew approval needed, Province has V1",May 27/25 - Pending client design approval and final quotes from vendors.,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version label normalized from V1 to V3 to avoid assigning the same version to both ADSL and CSBC.,"Version labels were normalized by ownership turn: after CSBC has a version, the next ADSL work is treated as the next version even if Lori shorthand repeats the received version label.","Aug 27/25 - Signed
Aug 26/25 - approved for signing; Province to confirm signatory
Aug 7/25 - V3 sent to Province
Aug 6/25 - V2.3 rec'd
July 8/25 - V1.1 sent to Province
July 7/25 - V1.1 with Cathy/Joyce
July 4/25 - Joyce updating table
June 27/25 - internal meeting scheduled for July 4
June 24/25 - with Sam / Joyce
June 12/25 - Still waiting on quotes for a few replacement items
May 27/25 - Pending client design approval and final quotes from vendors.
May 15/25 - Brian and Sam discussing
Apr 22/25 - No Tech Stew approval needed, Province has V1
Apr 1/25 - V1 sent to Province, pending tech stew
Mar 31/25 - with Sam"
Maestro Firewall Upgrade,100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-038 Maestro GEN_SEC Refresh,44,V3,SIGNINGTIME,2025-05-27,2025-05-27,1,1,May 27/25 - Pending client design approval and final quotes from vendors.,May 27/25 - Pending client design approval and final quotes from vendors.,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | SIGNINGTIME version label normalized from V1 to V3 so signing attaches to the last real editing version.,Signing/final workflow was separated from normal ADSL/CSBC editing ownership.,"Aug 27/25 - Signed
Aug 26/25 - approved for signing; Province to confirm signatory
Aug 7/25 - V3 sent to Province
Aug 6/25 - V2.3 rec'd
July 8/25 - V1.1 sent to Province
July 7/25 - V1.1 with Cathy/Joyce
July 4/25 - Joyce updating table
June 27/25 - internal meeting scheduled for July 4
June 24/25 - with Sam / Joyce
June 12/25 - Still waiting on quotes for a few replacement items
May 27/25 - Pending client design approval and final quotes from vendors.
May 15/25 - Brian and Sam discussing
Apr 22/25 - No Tech Stew approval needed, Province has V1
Apr 1/25 - V1 sent to Province, pending tech stew
Mar 31/25 - with Sam"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-053 CITZ MCS OpenShift Server,45,V1,ADSL,2025-06-25,2025-07-04,10,8,Jun 25/25 - with Cathy / Adam,Jul 4/25 - V1 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Aug 14/25 - Signed
July 30/25 - V3 sent to Province
July 28/25 - V2.1 rec'd
July 22/25 - V1.1 sent to Province
July 4/25 - V1 sent to Province
June 25/25 - with Cathy / Adam"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-053 CITZ MCS OpenShift Server,45,V1.1,ADSL,2025-07-22,2025-07-22,1,1,Jul 22/25 - V1.1 sent to Province,Jul 22/25 - V1.1 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Aug 14/25 - Signed
July 30/25 - V3 sent to Province
July 28/25 - V2.1 rec'd
July 22/25 - V1.1 sent to Province
July 4/25 - V1 sent to Province
June 25/25 - with Cathy / Adam"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-053 CITZ MCS OpenShift Server,45,V2,CSBC,2025-07-23,2025-07-28,6,4,Jul 22/25 - V1.1 sent to Province,Jul 28/25 - V2.1 rec'd,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version label normalized from V2.1 to V2 to avoid assigning the same version to both ADSL and CSBC.,"Province/CSBC owned the returned version until the return/received date. Version labels were normalized by ownership turn: after CSBC has a version, the next ADSL work is treated as the next version even if Lori shorthand repeats the received version label.","Aug 14/25 - Signed
July 30/25 - V3 sent to Province
July 28/25 - V2.1 rec'd
July 22/25 - V1.1 sent to Province
July 4/25 - V1 sent to Province
June 25/25 - with Cathy / Adam"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-053 CITZ MCS OpenShift Server,45,V3,ADSL,2025-07-30,2025-07-30,1,1,Jul 30/25 - V3 sent to Province,Jul 30/25 - V3 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Aug 14/25 - Signed
July 30/25 - V3 sent to Province
July 28/25 - V2.1 rec'd
July 22/25 - V1.1 sent to Province
July 4/25 - V1 sent to Province
June 25/25 - with Cathy / Adam"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-053 CITZ MCS OpenShift Server,45,V3,SIGNINGTIME,2025-07-31,2025-08-14,15,11,Jul 30/25 - V3 sent to Province,Aug 14/25 - Signed,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Aug 14/25 - Signed
July 30/25 - V3 sent to Province
July 28/25 - V2.1 rec'd
July 22/25 - V1.1 sent to Province
July 4/25 - V1 sent to Province
June 25/25 - with Cathy / Adam"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-056 MCS OpenShift Gold Cl Ext Mtc,46,V1,ADSL,2025-07-07,2025-07-08,2,2,Jul 7/25 - with Cathy,Jul 8/25 - V1 sent to Province,Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Aug 21/25 - Signed
Aug 18/25 - moved to final; waiting for PR
July 29/25 - response sent to Province
July 28/25 - Province question with Sam
July 23/25 - V3 sent to Province
July 21/25 - V2 rec'd
July 8/25 - V1 sent to Province
July 7/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-056 MCS OpenShift Gold Cl Ext Mtc,46,V2,CSBC,2025-07-09,2025-07-21,13,9,Jul 8/25 - V1 sent to Province,Jul 21/25 - V2 rec'd,Version number was inferred as V1 because the source event did not name a version.,Province/CSBC owned the returned version until the return/received date.,"Aug 21/25 - Signed
Aug 18/25 - moved to final; waiting for PR
July 29/25 - response sent to Province
July 28/25 - Province question with Sam
July 23/25 - V3 sent to Province
July 21/25 - V2 rec'd
July 8/25 - V1 sent to Province
July 7/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-056 MCS OpenShift Gold Cl Ext Mtc,46,V3,ADSL,2025-07-23,2025-07-23,1,1,Jul 23/25 - V3 sent to Province,Jul 23/25 - V3 sent to Province,Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Aug 21/25 - Signed
Aug 18/25 - moved to final; waiting for PR
July 29/25 - response sent to Province
July 28/25 - Province question with Sam
July 23/25 - V3 sent to Province
July 21/25 - V2 rec'd
July 8/25 - V1 sent to Province
July 7/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-056 MCS OpenShift Gold Cl Ext Mtc,46,V4,CSBC,2025-07-24,2025-07-28,5,3,Jul 23/25 - V3 sent to Province,Jul 28/25 - Province question with Sam,Version number was inferred as V1 because the source event did not name a version.,Province/CSBC context before return/signing was counted as CSBC pen time.,"Aug 21/25 - Signed
Aug 18/25 - moved to final; waiting for PR
July 29/25 - response sent to Province
July 28/25 - Province question with Sam
July 23/25 - V3 sent to Province
July 21/25 - V2 rec'd
July 8/25 - V1 sent to Province
July 7/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-056 MCS OpenShift Gold Cl Ext Mtc,46,V5,ADSL,2025-07-29,2025-07-29,1,1,Jul 29/25 - response sent to Province,Jul 29/25 - response sent to Province,Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V5 from an unversioned Province submission line.,"The send/submission date is counted with the sender, per Sam.","Aug 21/25 - Signed
Aug 18/25 - moved to final; waiting for PR
July 29/25 - response sent to Province
July 28/25 - Province question with Sam
July 23/25 - V3 sent to Province
July 21/25 - V2 rec'd
July 8/25 - V1 sent to Province
July 7/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-056 MCS OpenShift Gold Cl Ext Mtc,46,V5,SIGNINGTIME,2025-07-30,2025-08-18,20,14,Jul 29/25 - response sent to Province,Aug 18/25 - moved to final,Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V5 from an unversioned Province submission line. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Aug 21/25 - Signed
Aug 18/25 - moved to final; waiting for PR
July 29/25 - response sent to Province
July 28/25 - Province question with Sam
July 23/25 - V3 sent to Province
July 21/25 - V2 rec'd
July 8/25 - V1 sent to Province
July 7/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-067 MCS OpenShift Gold Cluster,47,V1,ADSL,2025-08-19,2025-08-20,2,2,Aug 19/25 - with Cathy,Aug 20/25 - V1 sent to Province,Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Oct 29/25 - Signed
Oct 23/25 - quote rec'd; V3 sent to Province 
Oct 14/25 - waiting for timeline of new switches; getting new quote
Oct 8/25 - question to Tyler
Sept 25/25 - follow up with Chris
Sept 17/25 - with Chris to confirm refresh dates
Sept 10/25 - V2 rec'd; Province requested less than 1 year; with Procurement
Aug 20/25 - V1 sent to Province
Aug 19/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-067 MCS OpenShift Gold Cluster,47,V2,CSBC,2025-08-21,2025-09-10,21,15,Aug 20/25 - V1 sent to Province,Sep 10/25 - V2 rec'd,Version number was inferred as V1 because the source event did not name a version.,Province/CSBC owned the returned version until the return/received date.,"Oct 29/25 - Signed
Oct 23/25 - quote rec'd; V3 sent to Province 
Oct 14/25 - waiting for timeline of new switches; getting new quote
Oct 8/25 - question to Tyler
Sept 25/25 - follow up with Chris
Sept 17/25 - with Chris to confirm refresh dates
Sept 10/25 - V2 rec'd; Province requested less than 1 year; with Procurement
Aug 20/25 - V1 sent to Province
Aug 19/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-067 MCS OpenShift Gold Cluster,47,V2,CSBC,2025-09-11,2025-10-23,43,31,inferred CSBC start before received/back event,Oct 23/25 - quote rec'd,Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event. | CSBC start date was inferred because no matching prior send event was parsed. | Version label normalized from V4 to V2 to avoid assigning the same version to both ADSL and CSBC.,"A received/back event proves CSBC had the document before this date, but the matching send was unclear. Version labels were normalized by ownership turn: after CSBC has a version, the next ADSL work is treated as the next version even if Lori shorthand repeats the received version label.","Oct 29/25 - Signed
Oct 23/25 - quote rec'd; V3 sent to Province 
Oct 14/25 - waiting for timeline of new switches; getting new quote
Oct 8/25 - question to Tyler
Sept 25/25 - follow up with Chris
Sept 17/25 - with Chris to confirm refresh dates
Sept 10/25 - V2 rec'd; Province requested less than 1 year; with Procurement
Aug 20/25 - V1 sent to Province
Aug 19/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-067 MCS OpenShift Gold Cluster,47,V3,ADSL,2025-10-08,2025-10-23,16,12,Oct 8/25 - question to Tyler,Oct 23/25 - V3 sent to Province,Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event.,"The send/submission date is counted with the sender, per Sam.","Oct 29/25 - Signed
Oct 23/25 - quote rec'd; V3 sent to Province 
Oct 14/25 - waiting for timeline of new switches; getting new quote
Oct 8/25 - question to Tyler
Sept 25/25 - follow up with Chris
Sept 17/25 - with Chris to confirm refresh dates
Sept 10/25 - V2 rec'd; Province requested less than 1 year; with Procurement
Aug 20/25 - V1 sent to Province
Aug 19/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-067 MCS OpenShift Gold Cluster,47,V3,SIGNINGTIME,2025-10-24,2025-10-29,6,4,Oct 23/25 - V3 sent to Province,Oct 29/25 - Signed,Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Oct 29/25 - Signed
Oct 23/25 - quote rec'd; V3 sent to Province 
Oct 14/25 - waiting for timeline of new switches; getting new quote
Oct 8/25 - question to Tyler
Sept 25/25 - follow up with Chris
Sept 17/25 - with Chris to confirm refresh dates
Sept 10/25 - V2 rec'd; Province requested less than 1 year; with Procurement
Aug 20/25 - V1 sent to Province
Aug 19/25 - with Cathy"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-068 MCS OpenShift Custom HW,48,V1,ADSL,2025-08-25,2025-08-26,2,2,Aug 25/25 - with Sian,Aug 26/25 - V1 sent to Province,Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Sept 11/25 - Signed
Aug 26/25 - V1 sent to Province
Aug 25/25 - with Sian"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-068 MCS OpenShift Custom HW,48,V1,SIGNINGTIME,2025-08-27,2025-09-11,16,12,Aug 26/25 - V1 sent to Province,Sep 11/25 - Signed,Version number was inferred as V1 because the source event did not name a version. | Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Sept 11/25 - Signed
Aug 26/25 - V1 sent to Province
Aug 25/25 - with Sian"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-069 Redhat OpenShift MCS Servers,49,V1,ADSL,2025-08-28,2025-08-28,1,1,Aug 28/25 - V1 sent to Province,Aug 28/25 - V1 sent to Province,,"The send/submission date is counted with the sender, per Sam.","Sept 19/25 - Signed
Sept 17/25 - V5 sent to Province
Sept 16/25 - V4 rec'd
Sept 10/25 - V3 sent to Province
Sept 9/25 - V2 rec'd; with Joyce
Aug 28/25 - V1 sent to Province"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-069 Redhat OpenShift MCS Servers,49,V2,CSBC,2025-08-29,2025-09-09,12,8,Aug 28/25 - V1 sent to Province,Sep 9/25 - V2 rec'd,,Province/CSBC owned the returned version until the return/received date.,"Sept 19/25 - Signed
Sept 17/25 - V5 sent to Province
Sept 16/25 - V4 rec'd
Sept 10/25 - V3 sent to Province
Sept 9/25 - V2 rec'd; with Joyce
Aug 28/25 - V1 sent to Province"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-069 Redhat OpenShift MCS Servers,49,V3,ADSL,2025-09-10,2025-09-10,1,1,Sep 10/25 - V3 sent to Province,Sep 10/25 - V3 sent to Province,,"The send/submission date is counted with the sender, per Sam.","Sept 19/25 - Signed
Sept 17/25 - V5 sent to Province
Sept 16/25 - V4 rec'd
Sept 10/25 - V3 sent to Province
Sept 9/25 - V2 rec'd; with Joyce
Aug 28/25 - V1 sent to Province"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-069 Redhat OpenShift MCS Servers,49,V4,CSBC,2025-09-11,2025-09-16,6,4,Sep 10/25 - V3 sent to Province,Sep 16/25 - V4 rec'd,,Province/CSBC owned the returned version until the return/received date.,"Sept 19/25 - Signed
Sept 17/25 - V5 sent to Province
Sept 16/25 - V4 rec'd
Sept 10/25 - V3 sent to Province
Sept 9/25 - V2 rec'd; with Joyce
Aug 28/25 - V1 sent to Province"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-069 Redhat OpenShift MCS Servers,49,V5,ADSL,2025-09-17,2025-09-17,1,1,Sep 17/25 - V5 sent to Province,Sep 17/25 - V5 sent to Province,,"The send/submission date is counted with the sender, per Sam.","Sept 19/25 - Signed
Sept 17/25 - V5 sent to Province
Sept 16/25 - V4 rec'd
Sept 10/25 - V3 sent to Province
Sept 9/25 - V2 rec'd; with Joyce
Aug 28/25 - V1 sent to Province"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-069 Redhat OpenShift MCS Servers,49,V5,SIGNINGTIME,2025-09-18,2025-09-19,2,2,Sep 17/25 - V5 sent to Province,Sep 19/25 - Signed,Signing/final workflow inferred after a Province send/submission with no explicit next-version return.,"The next meaningful event after the Province send was signing/final/completed, so no new CSBC editing version was invented.","Sept 19/25 - Signed
Sept 17/25 - V5 sent to Province
Sept 16/25 - V4 rec'd
Sept 10/25 - V3 sent to Province
Sept 9/25 - V2 rec'd; with Joyce
Aug 28/25 - V1 sent to Province"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-073 MCS OpenShift Custom HW,50,V1,ADSL,2025-08-28,2025-09-03,7,5,Aug 28/25 - with Cathy / Bruce,Sep 3/25 - V1 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version.,"The send/submission date is counted with the sender, per Sam.","Oct 24/25 - Signed
Oct 23/25 - V2 rec'd; V3 and V3.1 sent to Province; Adobe Sign
Oct 20/25 - V1.1 sent to Province
Oct 15/25 - Sam to confirm if new quotes correct
Sept 23/25 - Province asked some clarifying questions around the ordering of this proposed hardware
Sept 9/25 - on hold; Sam reviewing port counts which may change
Sept 3/25 - V1 sent to Province
Aug 28/25 - with Cathy / Bruce"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-073 MCS OpenShift Custom HW,50,V2,CSBC,2025-09-04,2025-09-08,5,3,Sep 3/25 - V1 sent to Province,Sep 9/25 - Sam reviewing port counts which may change,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Inferred CSBC interval after Province submission because the next concrete event was ADSL/internal work on 2025-09-09.,"Province had the document after a submission, then ADSL/internal work resumed before the next submission/signing event.","Oct 24/25 - Signed
Oct 23/25 - V2 rec'd; V3 and V3.1 sent to Province; Adobe Sign
Oct 20/25 - V1.1 sent to Province
Oct 15/25 - Sam to confirm if new quotes correct
Sept 23/25 - Province asked some clarifying questions around the ordering of this proposed hardware
Sept 9/25 - on hold; Sam reviewing port counts which may change
Sept 3/25 - V1 sent to Province
Aug 28/25 - with Cathy / Bruce"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-073 MCS OpenShift Custom HW,50,V3,ADSL,2025-09-09,2025-09-22,14,10,Sep 9/25 - Sam reviewing port counts which may change,Sep 23/25 - Province asked some clarifying questions around the ordering of this proposed hardware,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event.,,"Oct 24/25 - Signed
Oct 23/25 - V2 rec'd; V3 and V3.1 sent to Province; Adobe Sign
Oct 20/25 - V1.1 sent to Province
Oct 15/25 - Sam to confirm if new quotes correct
Sept 23/25 - Province asked some clarifying questions around the ordering of this proposed hardware
Sept 9/25 - on hold; Sam reviewing port counts which may change
Sept 3/25 - V1 sent to Province
Aug 28/25 - with Cathy / Bruce"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-073 MCS OpenShift Custom HW,50,V4,CSBC,2025-09-23,2025-10-14,22,16,Sep 23/25 - Province asked some clarifying questions around the ordering of this proposed hardware,Oct 15/25 - Sam to confirm if new quotes correct,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event.,,"Oct 24/25 - Signed
Oct 23/25 - V2 rec'd; V3 and V3.1 sent to Province; Adobe Sign
Oct 20/25 - V1.1 sent to Province
Oct 15/25 - Sam to confirm if new quotes correct
Sept 23/25 - Province asked some clarifying questions around the ordering of this proposed hardware
Sept 9/25 - on hold; Sam reviewing port counts which may change
Sept 3/25 - V1 sent to Province
Aug 28/25 - with Cathy / Bruce"
Public Cloud MCS OpenShift Project (ROSA),100,project supplied directly by Lori's Completed SCOs consolidated lists v1.0.xlsx,CR-CAP-073 MCS OpenShift Custom HW,50,V1.1,ADSL,2025-10-15,2025-10-20,6,4,Oct 15/25 - Sam to confirm if new quotes correct,Oct 20/25 - V1.1 sent to Province,Decimal/interim version numbers appear; confirm the intended version labels. | Version number was inferred as V1 because the source event did not name a version. | Version number was inferred as V3 from an unversioned ADSL/internal event. | Version number was inferred as V5 from an unversioned ADSL/internal event.,"The send/submission date is counted with the sender, per Sam.","Oct 24/25 - Signed
Oct 23/25 - V2 rec'd; V3 and V3.1 sent to Province; Adobe Sign
Oct 20/25 - V1.1 sent to Province
Oct 15/25 - Sam to confirm if new quotes correct
Sept 23/25 - Province asked some clarifying questions around the ordering of this proposed hardware
Sept 9/25 - on hold; Sam reviewing port counts which may change
Sept 3/25 - V1 sent to Province
Aug 28/25 - with Cathy / Bruce"
