projectname,project_match_score,project_match_reason,sco,excel_row_number,versionnumber,with_party,started_on,ended_on,total_calendar_days,total_business_days,source_start_event,source_end_event,needs_lori_to_confirm,reasoning_because_this_was_complex,raw_status_text
Patch Management Phase 3B,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-662 Patch Mgmt Phase 3B,20,V5,ADSL,2024-09-12,2024-09-12,1,1,Sept 12/24 - V4 rec'd; V5 sent to Province,Sept 12/24 - V4 rec'd; V5 sent to Province,,"Same-day receive/send turnaround: V4 was received and V5 was sent on the same dated line, so ADSL owns V5 on that day only.","Sept 20/24 - Signed
Sept 12/24 - V4 rec'd; V5 sent to Province
Aug 29/24 - V3.1 sent to Province
Aug 28/24 - question from Province with Cathy
Aug 26/24 - V2.2 rec'd; V3 sent to Province
Aug 13/24 - V1 sent to Province
Aug 7/24 - with Tyler
Aug 2/24 - with Nicole/Cathy"
Patch Management Phase 3B,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-662 Patch Mgmt Phase 3B,20,V5,SIGNINGTIME,2024-09-13,2024-09-13,1,1,Sept 12/24 - V4 rec'd; V5 sent to Province,Sept 12/24 - V4 rec'd; V5 sent to Province,,"V5 was sent out and the next meaningful event was signing/final, so no V6 CSBC editing row was created.","Sept 20/24 - Signed
Sept 12/24 - V4 rec'd; V5 sent to Province
Aug 29/24 - V3.1 sent to Province
Aug 28/24 - question from Province with Cathy
Aug 26/24 - V2.2 rec'd; V3 sent to Province
Aug 13/24 - V1 sent to Province
Aug 7/24 - with Tyler
Aug 2/24 - with Nicole/Cathy"
Microsoft Azure Arc,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-673 MS Azure Arc,21,V1,ADSL,2024-09-11,2024-09-23,13,9,Sept 11/24 - SOW with Province; SCO drafted,Sept 23/24 - V1 sent to Province,,,"Oct 4/24 - Signed
Sept 23/24 - V1 sent to Province
Sept 19/24 - with Sian for approval
Sept 11/24 - SOW with Province; SCO drafted"
Microsoft Azure Arc,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-673 MS Azure Arc,21,V1,SIGNINGTIME,2024-09-24,2024-09-24,1,1,Sept 23/24 - V1 sent to Province,Sept 23/24 - V1 sent to Province,,"V1 was sent out and the next meaningful event was signing/final, so no V2 CSBC editing row was created.","Oct 4/24 - Signed
Sept 23/24 - V1 sent to Province
Sept 19/24 - with Sian for approval
Sept 11/24 - SOW with Province; SCO drafted"
Tenable Pilot (Addition),100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-677 Tenable,22,V1,ADSL,2024-09-20,2024-09-24,5,3,Sept 20/24 - SOW approved,Sept 24/24 - V1 sent to Province,,,"Oct 8/24 - Signed
Sept 24/24 - V1 sent to Province
Sept 24/24 - With Tyler, with Sian
Sept 24/24 - With Cathy/Rian
Sept 20/24 - SOW approved"
Tenable Pilot (Addition),100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-677 Tenable,22,V1,SIGNINGTIME,2024-09-25,2024-09-25,1,1,Sept 24/24 - V1 sent to Province,Sept 24/24 - V1 sent to Province,,"V1 was sent out and the next meaningful event was signing/final, so no V2 CSBC editing row was created.","Oct 8/24 - Signed
Sept 24/24 - V1 sent to Province
Sept 24/24 - With Tyler, with Sian
Sept 24/24 - With Cathy/Rian
Sept 20/24 - SOW approved"
"CCCS Sensors
PAW Implementation Phase 1",100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-684 Security Enhancement Program,23,V1,ADSL,2024-10-18,2024-10-23,6,4,"Oct 18/24 - SCO drafted, awaiting SOW approval",Oct 23/24 - V1 sent to Province,,,"Oct 30/24 - Signed
Oct 29/24 - Final sent to Province
Oct 28/24 - Move to final, with Sian
Oct 28/24 - V3 sent back to Province
Oct 28/24 V2 back from Province
Oct 23/24 - V1 sent to Province
Oct 22/24 - With Tyler, with Sian
Oct 22/24 - With Rian/Joyce for review
Oct 21/24 - SOW approved
Oct 18/24 - SCO drafted, awaiting SOW approval"
"CCCS Sensors
PAW Implementation Phase 1",100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-684 Security Enhancement Program,23,V2,CSBC,2024-10-24,2024-10-28,5,3,Oct 23/24 - V1 sent to Province,Oct 28/24 V2 back from Province,,,"Oct 30/24 - Signed
Oct 29/24 - Final sent to Province
Oct 28/24 - Move to final, with Sian
Oct 28/24 - V3 sent back to Province
Oct 28/24 V2 back from Province
Oct 23/24 - V1 sent to Province
Oct 22/24 - With Tyler, with Sian
Oct 22/24 - With Rian/Joyce for review
Oct 21/24 - SOW approved
Oct 18/24 - SCO drafted, awaiting SOW approval"
"CCCS Sensors
PAW Implementation Phase 1",100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-684 Security Enhancement Program,23,V3,ADSL,2024-10-28,2024-10-28,1,1,Oct 28/24 - V3 sent back to Province,Oct 28/24 - V3 sent back to Province,,Same-day receive/send turnaround was treated as a one-day ADSL row because the send date belongs to the sender.,"Oct 30/24 - Signed
Oct 29/24 - Final sent to Province
Oct 28/24 - Move to final, with Sian
Oct 28/24 - V3 sent back to Province
Oct 28/24 V2 back from Province
Oct 23/24 - V1 sent to Province
Oct 22/24 - With Tyler, with Sian
Oct 22/24 - With Rian/Joyce for review
Oct 21/24 - SOW approved
Oct 18/24 - SCO drafted, awaiting SOW approval"
"CCCS Sensors
PAW Implementation Phase 1",100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-684 Security Enhancement Program,23,V3,SIGNINGTIME,2024-10-29,2024-10-30,2,2,Oct 28/24 - V3 sent back to Province,Oct 30/24 - Signed,,"Final-sent language was treated as signing/final workflow, not a new editing version. | V3 was sent out and the next meaningful event was signing/final, so no V4 CSBC editing row was created. | Final-sent language was treated as signing/final workflow, not a new editing version.","Oct 30/24 - Signed
Oct 29/24 - Final sent to Province
Oct 28/24 - Move to final, with Sian
Oct 28/24 - V3 sent back to Province
Oct 28/24 V2 back from Province
Oct 23/24 - V1 sent to Province
Oct 22/24 - With Tyler, with Sian
Oct 22/24 - With Rian/Joyce for review
Oct 21/24 - SOW approved
Oct 18/24 - SCO drafted, awaiting SOW approval"
Tenable Pilot (Addition),100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-702 Amd SCO-677 Tenable,24,V1,ADSL,2024-12-16,2024-12-16,1,1,Dec 16/24 - V1 sent to Province,Dec 16/24 - V1 sent to Province,,,"Jan 29/25 - Signed
Dec 16/24 - V1 sent to Province"
Tenable Pilot (Addition),100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-702 Amd SCO-677 Tenable,24,V1,SIGNINGTIME,2024-12-17,2024-12-17,1,1,Dec 16/24 - V1 sent to Province,Dec 16/24 - V1 sent to Province,,"V1 was sent out and the next meaningful event was signing/final, so no V2 CSBC editing row was created.","Jan 29/25 - Signed
Dec 16/24 - V1 sent to Province"
CCCS Sensors,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-704 Amd684 SEP(CCCS Sens-Ph2),25,V1,ADSL,2025-01-17,2025-01-20,4,2,Jan 17/25 - with Sian,Jan 20/25 - V1 sent to Province,,,"Feb 26/25 - Signed
Jan 20/25 - V1 sent to Province
Jan 17/25 - with Sian"
CCCS Sensors,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-704 Amd684 SEP(CCCS Sens-Ph2),25,V1,SIGNINGTIME,2025-01-21,2025-01-21,1,1,Jan 20/25 - V1 sent to Province,Jan 20/25 - V1 sent to Province,,"V1 was sent out and the next meaningful event was signing/final, so no V2 CSBC editing row was created.","Feb 26/25 - Signed
Jan 20/25 - V1 sent to Province
Jan 17/25 - with Sian"
PAW Implementation Phase 2a,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-705 SEP PAW Impl Ph2A,26,V1,ADSL,2025-01-27,2025-01-28,2,2,Jan 27/25 - with Tyler,Jan 28/25 - V1 sent to Province,,,"Feb 24/25 - Signed
Feb 13/25 - V4 rec'd; V5 sent to Province
Feb 7/25 - V3 sent to Province
Feb 6/25 - V2 rec'd; with Nicole / Erwin
Jan 28/25 - V1 sent to Province
Jan 27/25 - with Tyler"
PAW Implementation Phase 2a,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-705 SEP PAW Impl Ph2A,26,V2,CSBC,2025-01-29,2025-02-06,9,7,Jan 28/25 - V1 sent to Province,Feb 6/25 - V2 rec'd; with Nicole / Erwin,,,"Feb 24/25 - Signed
Feb 13/25 - V4 rec'd; V5 sent to Province
Feb 7/25 - V3 sent to Province
Feb 6/25 - V2 rec'd; with Nicole / Erwin
Jan 28/25 - V1 sent to Province
Jan 27/25 - with Tyler"
PAW Implementation Phase 2a,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-705 SEP PAW Impl Ph2A,26,V3,ADSL,2025-02-07,2025-02-07,1,1,Feb 6/25 - V2 rec'd; with Nicole / Erwin,Feb 7/25 - V3 sent to Province,,,"Feb 24/25 - Signed
Feb 13/25 - V4 rec'd; V5 sent to Province
Feb 7/25 - V3 sent to Province
Feb 6/25 - V2 rec'd; with Nicole / Erwin
Jan 28/25 - V1 sent to Province
Jan 27/25 - with Tyler"
PAW Implementation Phase 2a,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-705 SEP PAW Impl Ph2A,26,V4,CSBC,2025-02-08,2025-02-13,6,4,Feb 7/25 - V3 sent to Province,Feb 13/25 - V4 rec'd; V5 sent to Province,,,"Feb 24/25 - Signed
Feb 13/25 - V4 rec'd; V5 sent to Province
Feb 7/25 - V3 sent to Province
Feb 6/25 - V2 rec'd; with Nicole / Erwin
Jan 28/25 - V1 sent to Province
Jan 27/25 - with Tyler"
PAW Implementation Phase 2a,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-705 SEP PAW Impl Ph2A,26,V5,ADSL,2025-02-13,2025-02-13,1,1,Feb 13/25 - V4 rec'd; V5 sent to Province,Feb 13/25 - V4 rec'd; V5 sent to Province,,"Same-day receive/send turnaround: V4 was received and V5 was sent on the same dated line, so ADSL owns V5 on that day only.","Feb 24/25 - Signed
Feb 13/25 - V4 rec'd; V5 sent to Province
Feb 7/25 - V3 sent to Province
Feb 6/25 - V2 rec'd; with Nicole / Erwin
Jan 28/25 - V1 sent to Province
Jan 27/25 - with Tyler"
PAW Implementation Phase 2a,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-705 SEP PAW Impl Ph2A,26,V5,SIGNINGTIME,2025-02-14,2025-02-14,1,1,Feb 13/25 - V4 rec'd; V5 sent to Province,Feb 13/25 - V4 rec'd; V5 sent to Province,,"V5 was sent out and the next meaningful event was signing/final, so no V6 CSBC editing row was created.","Feb 24/25 - Signed
Feb 13/25 - V4 rec'd; V5 sent to Province
Feb 7/25 - V3 sent to Province
Feb 6/25 - V2 rec'd; with Nicole / Erwin
Jan 28/25 - V1 sent to Province
Jan 27/25 - with Tyler"
Enhanced Logging,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-706 SEP Enhanced Logging,27,V1,ADSL,2025-01-29,2025-01-30,2,2,Jan 29/25 - Emma to approved revised SOW; SCO with Tyler,Jan 30/25 - V1 sent to Province,,,"Feb 27/25 - Signed
Feb 18/25 - V3 sent to Province
Feb 13/25 - V2 rec'd
Jan 30/25 - V1 sent to Province
Jan 29/25 - Emma to approved revised SOW; SCO with Tyler"
Enhanced Logging,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-706 SEP Enhanced Logging,27,V2,CSBC,2025-01-31,2025-02-13,14,10,Jan 30/25 - V1 sent to Province,Feb 13/25 - V2 rec'd,,,"Feb 27/25 - Signed
Feb 18/25 - V3 sent to Province
Feb 13/25 - V2 rec'd
Jan 30/25 - V1 sent to Province
Jan 29/25 - Emma to approved revised SOW; SCO with Tyler"
Enhanced Logging,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-706 SEP Enhanced Logging,27,V3,ADSL,2025-02-14,2025-02-18,5,3,Feb 13/25 - V2 rec'd,Feb 18/25 - V3 sent to Province,,,"Feb 27/25 - Signed
Feb 18/25 - V3 sent to Province
Feb 13/25 - V2 rec'd
Jan 30/25 - V1 sent to Province
Jan 29/25 - Emma to approved revised SOW; SCO with Tyler"
Enhanced Logging,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-706 SEP Enhanced Logging,27,V3,SIGNINGTIME,2025-02-19,2025-02-19,1,1,Feb 18/25 - V3 sent to Province,Feb 18/25 - V3 sent to Province,,"V3 was sent out and the next meaningful event was signing/final, so no V4 CSBC editing row was created.","Feb 27/25 - Signed
Feb 18/25 - V3 sent to Province
Feb 13/25 - V2 rec'd
Jan 30/25 - V1 sent to Province
Jan 29/25 - Emma to approved revised SOW; SCO with Tyler"
Maestro Firewall Upgrade,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-709 PS ChkPt Maestro FW Imp,28,V1.1,ADSL,2025-02-03,2025-02-07,5,5,Feb 3/25 - with Rian / Cathy,Feb 7/25 - V1.1 sent to Province,,,"Feb 25/25 - Signed
Feb 25/25 - V3 re-sent
Feb 13/25 - V3 sent to Province
Feb 13/25 - V2 rec'd; with Joyce/Sam
Feb 7/25 - V1.1 sent to Province
Feb 3/25 - with Rian / Cathy"
Maestro Firewall Upgrade,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-709 PS ChkPt Maestro FW Imp,28,V2,CSBC,2025-02-08,2025-02-13,6,4,Feb 7/25 - V1.1 sent to Province,Feb 13/25 - V2 rec'd; with Joyce/Sam,,,"Feb 25/25 - Signed
Feb 25/25 - V3 re-sent
Feb 13/25 - V3 sent to Province
Feb 13/25 - V2 rec'd; with Joyce/Sam
Feb 7/25 - V1.1 sent to Province
Feb 3/25 - with Rian / Cathy"
Maestro Firewall Upgrade,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-709 PS ChkPt Maestro FW Imp,28,V3,ADSL,2025-02-13,2025-02-13,1,1,Feb 13/25 - V3 sent to Province,Feb 13/25 - V3 sent to Province,,Same-day receive/send turnaround was treated as a one-day ADSL row because the send date belongs to the sender.,"Feb 25/25 - Signed
Feb 25/25 - V3 re-sent
Feb 13/25 - V3 sent to Province
Feb 13/25 - V2 rec'd; with Joyce/Sam
Feb 7/25 - V1.1 sent to Province
Feb 3/25 - with Rian / Cathy"
Maestro Firewall Upgrade,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-709 PS ChkPt Maestro FW Imp,28,V3,SIGNINGTIME,2025-02-14,2025-02-14,1,1,Feb 13/25 - V3 sent to Province,Feb 13/25 - V3 sent to Province,,"V3 was sent out and the next meaningful event was signing/final, so no V4 CSBC editing row was created.","Feb 25/25 - Signed
Feb 25/25 - V3 re-sent
Feb 13/25 - V3 sent to Province
Feb 13/25 - V2 rec'd; with Joyce/Sam
Feb 7/25 - V1.1 sent to Province
Feb 3/25 - with Rian / Cathy"
3PG Refresh,100,project supplied directly by Completed SCOs.xlsx,"SCO-PROV-712 3PG Refresh 
(Professional Services)",29,V1,ADSL,2025-01-27,2025-02-25,30,22,"Jan 27/25 - with Rian, Sam and Cathy",Feb 25/25 - V1 sent to Province,,,"Mar 5/25 - Signed
Feb 26/25 - V1.1 sent to Province 
Feb 25/25 - V1 sent to Province 
Feb 11/25 - approved to submit; holding until CAP for 3PG Refresh submitted
Jan 30/25 - with Sam
Jan 27/25 - with Rian, Sam and Cathy"
3PG Refresh,100,project supplied directly by Completed SCOs.xlsx,"SCO-PROV-712 3PG Refresh 
(Professional Services)",29,V2,CSBC,2025-02-26,2025-02-26,1,1,Feb 25/25 - V1 sent to Province,Feb 26/25 - V1.1 sent to Province,V1.1 was sent while prior inferred V2 CSBC interval was still open; confirm missing return sequence.,,"Mar 5/25 - Signed
Feb 26/25 - V1.1 sent to Province 
Feb 25/25 - V1 sent to Province 
Feb 11/25 - approved to submit; holding until CAP for 3PG Refresh submitted
Jan 30/25 - with Sam
Jan 27/25 - with Rian, Sam and Cathy"
3PG Refresh,100,project supplied directly by Completed SCOs.xlsx,"SCO-PROV-712 3PG Refresh 
(Professional Services)",29,V1.1,ADSL,2025-02-26,2025-02-26,1,1,Feb 26/25 - V1.1 sent to Province,Feb 26/25 - V1.1 sent to Province,V1.1 was sent while prior inferred V2 CSBC interval was still open; confirm missing return sequence.,,"Mar 5/25 - Signed
Feb 26/25 - V1.1 sent to Province 
Feb 25/25 - V1 sent to Province 
Feb 11/25 - approved to submit; holding until CAP for 3PG Refresh submitted
Jan 30/25 - with Sam
Jan 27/25 - with Rian, Sam and Cathy"
3PG Refresh,100,project supplied directly by Completed SCOs.xlsx,"SCO-PROV-712 3PG Refresh 
(Professional Services)",29,V1.1,SIGNINGTIME,2025-02-27,2025-02-27,1,1,Feb 26/25 - V1.1 sent to Province,Feb 26/25 - V1.1 sent to Province,,"V1.1 was sent out and the next meaningful event was signing/final, so no V2 CSBC editing row was created.","Mar 5/25 - Signed
Feb 26/25 - V1.1 sent to Province 
Feb 25/25 - V1 sent to Province 
Feb 11/25 - approved to submit; holding until CAP for 3PG Refresh submitted
Jan 30/25 - with Sam
Jan 27/25 - with Rian, Sam and Cathy"
Maestro Firewall Upgrade,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-720 Maestro Firewall Implementation,30,V1,ADSL,2025-03-14,2025-03-14,1,1,Mar 14/25 - V1 sent to Province,Mar 14/25 - V1 sent to Province,,,"Mar 27/25 - Signed
Mar 14/25 - V1 sent to Province
"
Maestro Firewall Upgrade,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-720 Maestro Firewall Implementation,30,V1,SIGNINGTIME,2025-03-15,2025-03-15,1,0,Mar 14/25 - V1 sent to Province,Mar 14/25 - V1 sent to Province,,"V1 was sent out and the next meaningful event was signing/final, so no V2 CSBC editing row was created.","Mar 27/25 - Signed
Mar 14/25 - V1 sent to Province
"
Defender for Servers,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-728 Defender Anti-Virus,31,V1,ADSL,2025-04-14,2025-04-17,4,4,Apr 14/25 - SOW approved,Apr 17/25 - V1 sent to Province,,,"Apr 28/25 - Signed
Apr 28/25 - Move to final, sent via AdobeSign
Apr 25/25 - V2 back from Province
Apr 17/25 - V1 sent to Province
Apr 17/25 - With Tyler, with Sian
Apr 17/25 - With Nicole/Cathy for review
Apr 14/25 - SOW approved"
Defender for Servers,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-728 Defender Anti-Virus,31,V2,CSBC,2025-04-18,2025-04-25,8,6,Apr 17/25 - V1 sent to Province,Apr 25/25 - V2 back from Province,,,"Apr 28/25 - Signed
Apr 28/25 - Move to final, sent via AdobeSign
Apr 25/25 - V2 back from Province
Apr 17/25 - V1 sent to Province
Apr 17/25 - With Tyler, with Sian
Apr 17/25 - With Nicole/Cathy for review
Apr 14/25 - SOW approved"
Defender for Servers,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-728 Defender Anti-Virus,31,V2,SIGNINGTIME,2025-04-28,2025-04-28,1,1,"Apr 28/25 - Move to final, sent via AdobeSign",Apr 28/25 - Signed,,"Final-sent language was treated as signing/final workflow, not a new editing version.","Apr 28/25 - Signed
Apr 28/25 - Move to final, sent via AdobeSign
Apr 25/25 - V2 back from Province
Apr 17/25 - V1 sent to Province
Apr 17/25 - With Tyler, with Sian
Apr 17/25 - With Nicole/Cathy for review
Apr 14/25 - SOW approved"
Patch Management Phase 3B,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-733 Amd SCO-662 Patch Mgmt Proj Date,32,V1,ADSL,2025-04-08,2025-04-14,7,5,"Apr 8/25 - Approved PCR to extend date, drafting SCO",Apr 14/25 - V1 sent to Province,,,"Apr 30/25 - Signed
Apr 30/25 - In AdobeSign for signautres
Apr 29/25 - Approval to move to final
Apr 14/25 - V1 sent to Province
Apr 11/25 - With Sian
Apr 10/25 - With Tyler
Apr 10/25 - With Killian
Apr 8/25 - Approved PCR to extend date, drafting SCO"
Patch Management Phase 3B,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-733 Amd SCO-662 Patch Mgmt Proj Date,32,V1,SIGNINGTIME,2025-04-15,2025-04-30,16,12,Apr 14/25 - V1 sent to Province,Apr 30/25 - Signed,,"Final-sent language was treated as signing/final workflow, not a new editing version. | V1 was sent out and the next meaningful event was signing/final, so no V2 CSBC editing row was created.","Apr 30/25 - Signed
Apr 30/25 - In AdobeSign for signautres
Apr 29/25 - Approval to move to final
Apr 14/25 - V1 sent to Province
Apr 11/25 - With Sian
Apr 10/25 - With Tyler
Apr 10/25 - With Killian
Apr 8/25 - Approved PCR to extend date, drafting SCO"
iStore to MySC,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-743 iStore Replacement,33,V1,ADSL,2025-05-21,2025-05-22,2,2,May 21/25 - with Sian,May 22/25 - V1 sent to Province,,,"July 15/25 - Signed
July 10/25 - Sent via Adobe Sign
July 9/25 - Province agreed to move to final
July 7/25 - V5 sent to Province
June 27/25 - V4 rec'd; with Rian
June 4/25 - V3 sent to Province
May 29/25 - V2.1 rec'd; with Rian
May 22/25 - V1 sent to Province
May 21/25 - with Sian"
iStore to MySC,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-743 iStore Replacement,33,V2.1,CSBC,2025-05-23,2025-05-29,7,5,May 22/25 - V1 sent to Province,May 29/25 - V2.1 rec'd; with Rian,"Expected Province/CSBC version V2 after prior send, but source says V2.1 returned/back/received.",,"July 15/25 - Signed
July 10/25 - Sent via Adobe Sign
July 9/25 - Province agreed to move to final
July 7/25 - V5 sent to Province
June 27/25 - V4 rec'd; with Rian
June 4/25 - V3 sent to Province
May 29/25 - V2.1 rec'd; with Rian
May 22/25 - V1 sent to Province
May 21/25 - with Sian"
iStore to MySC,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-743 iStore Replacement,33,V3,ADSL,2025-05-30,2025-06-04,6,4,May 29/25 - V2.1 rec'd; with Rian,June 4/25 - V3 sent to Province,,,"July 15/25 - Signed
July 10/25 - Sent via Adobe Sign
July 9/25 - Province agreed to move to final
July 7/25 - V5 sent to Province
June 27/25 - V4 rec'd; with Rian
June 4/25 - V3 sent to Province
May 29/25 - V2.1 rec'd; with Rian
May 22/25 - V1 sent to Province
May 21/25 - with Sian"
iStore to MySC,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-743 iStore Replacement,33,V4,CSBC,2025-06-05,2025-06-27,23,17,June 4/25 - V3 sent to Province,June 27/25 - V4 rec'd; with Rian,,,"July 15/25 - Signed
July 10/25 - Sent via Adobe Sign
July 9/25 - Province agreed to move to final
July 7/25 - V5 sent to Province
June 27/25 - V4 rec'd; with Rian
June 4/25 - V3 sent to Province
May 29/25 - V2.1 rec'd; with Rian
May 22/25 - V1 sent to Province
May 21/25 - with Sian"
iStore to MySC,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-743 iStore Replacement,33,V5,ADSL,2025-06-28,2025-07-07,10,6,June 27/25 - V4 rec'd; with Rian,July 7/25 - V5 sent to Province,,,"July 15/25 - Signed
July 10/25 - Sent via Adobe Sign
July 9/25 - Province agreed to move to final
July 7/25 - V5 sent to Province
June 27/25 - V4 rec'd; with Rian
June 4/25 - V3 sent to Province
May 29/25 - V2.1 rec'd; with Rian
May 22/25 - V1 sent to Province
May 21/25 - with Sian"
iStore to MySC,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-743 iStore Replacement,33,V5,SIGNINGTIME,2025-07-08,2025-07-15,8,6,July 7/25 - V5 sent to Province,July 15/25 - Signed,,"Final-sent language was treated as signing/final workflow, not a new editing version. | V5 was sent out and the next meaningful event was signing/final, so no V6 CSBC editing row was created.","July 15/25 - Signed
July 10/25 - Sent via Adobe Sign
July 9/25 - Province agreed to move to final
July 7/25 - V5 sent to Province
June 27/25 - V4 rec'd; with Rian
June 4/25 - V3 sent to Province
May 29/25 - V2.1 rec'd; with Rian
May 22/25 - V1 sent to Province
May 21/25 - with Sian"
CMDB Optimization (Discovery),100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-747 CMDB Optimization,34,V1,ADSL,2025-07-14,2025-07-15,2,2,July 14/25 - with Rian / Cathy,July 15/25 - V1 sent to Province,Some status lines had no parseable date: Reserved for early start,Undated source text was preserved in raw_status_text but not used as a date boundary.,"Oct 3/25 - Signed
Sept 24/25 - Michelle C confirmed 4 servers needed instead of 5; Province still reviewing
Sept 19/25 - Erwin, Rian and Michelle reviewed/OK'd updated SCO: V3 and 3.1 sent to Province 
Sept 16/25 - updated SCO; with Rian/Michelle
Aug 18/25 - V2.1 rec'd; with Rian and Michelle C
July 15/25 - V1 sent to Province
July 14/25 - with Rian / Cathy
Reserved for early start"
CMDB Optimization (Discovery),100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-747 CMDB Optimization,34,V2.1,CSBC,2025-07-16,2025-08-18,34,24,July 15/25 - V1 sent to Province,Aug 18/25 - V2.1 rec'd; with Rian and Michelle C,"Some status lines had no parseable date: Reserved for early start | Expected Province/CSBC version V2 after prior send, but source says V2.1 returned/back/received.",Undated source text was preserved in raw_status_text but not used as a date boundary.,"Oct 3/25 - Signed
Sept 24/25 - Michelle C confirmed 4 servers needed instead of 5; Province still reviewing
Sept 19/25 - Erwin, Rian and Michelle reviewed/OK'd updated SCO: V3 and 3.1 sent to Province 
Sept 16/25 - updated SCO; with Rian/Michelle
Aug 18/25 - V2.1 rec'd; with Rian and Michelle C
July 15/25 - V1 sent to Province
July 14/25 - with Rian / Cathy
Reserved for early start"
CMDB Optimization (Discovery),100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-747 CMDB Optimization,34,V3,ADSL,2025-08-19,2025-09-19,32,24,Aug 18/25 - V2.1 rec'd; with Rian and Michelle C,"Sept 19/25 - Erwin, Rian and Michelle reviewed/OK'd updated SCO: V3 and 3.1 sent to Province",Some status lines had no parseable date: Reserved for early start,Undated source text was preserved in raw_status_text but not used as a date boundary.,"Oct 3/25 - Signed
Sept 24/25 - Michelle C confirmed 4 servers needed instead of 5; Province still reviewing
Sept 19/25 - Erwin, Rian and Michelle reviewed/OK'd updated SCO: V3 and 3.1 sent to Province 
Sept 16/25 - updated SCO; with Rian/Michelle
Aug 18/25 - V2.1 rec'd; with Rian and Michelle C
July 15/25 - V1 sent to Province
July 14/25 - with Rian / Cathy
Reserved for early start"
CMDB Optimization (Discovery),100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-747 CMDB Optimization,34,V3,SIGNINGTIME,2025-09-20,2025-09-20,1,0,"Sept 19/25 - Erwin, Rian and Michelle reviewed/OK'd updated SCO: V3 and 3.1 sent to Province","Sept 19/25 - Erwin, Rian and Michelle reviewed/OK'd updated SCO: V3 and 3.1 sent to Province",Some status lines had no parseable date: Reserved for early start,"Undated source text was preserved in raw_status_text but not used as a date boundary. | V3 was sent out and the next meaningful event was signing/final, so no V4 CSBC editing row was created.","Oct 3/25 - Signed
Sept 24/25 - Michelle C confirmed 4 servers needed instead of 5; Province still reviewing
Sept 19/25 - Erwin, Rian and Michelle reviewed/OK'd updated SCO: V3 and 3.1 sent to Province 
Sept 16/25 - updated SCO; with Rian/Michelle
Aug 18/25 - V2.1 rec'd; with Rian and Michelle C
July 15/25 - V1 sent to Province
July 14/25 - with Rian / Cathy
Reserved for early start"
iStore to MySC,100,project supplied directly by Completed SCOs.xlsx,SCO-PROV-756 Amd SCO-743 iStore Replacement,35,V1,ADSL,2025-07-18,2025-08-01,15,11,July 18/25 - with Michelle / Cathy,Aug 1/25 - V1 sent to Province,,,"Oct 31/25 - Signed
Aug 6/25 - V1.1 sent to Province
Aug 1/25 - V1 sent to Province
July 18/25 - with Michelle / Cathy"
